652,Tourismus
65,Handel und Tourismus
681,Sonstiges im Bereich Gewerbe und Dienstleistungen
68,Sonstiges im  Bereich Gewerbe und Dienstleistun-
"",gen
691,Betriebliche Investitionen
692,Verbesserung der Infrastruktur
693,Verbesserung der regionale Wirtschaftsstruktur
69,Regionale Förderungsmaßnahmen
6,"Energie- und Wasserwirtschaft, Gewerbe, Dienst-"
"",leistungen
711,Verwaltung für Straßen- und Brückenbau
719,Sonstige Verkehrs- und Nachrichtenverwaltung
71,Verwaltung des Verkehrs- und Nachrichtenwesens
723,Landesstraßen
725,Gemeindestraßen
729,Sonstiger Straßenverkehr
72,Straßen
731,Wasserstraßen und Häfen
73,"Wasserstraßen und Häfen, Förderung der Schiff-"
"",fahrt
741,Öffentlicher Personennahverkehr
742,Eisenbahnen
74,Eisenbahnen und öffentlicher Personennahver-
"",kehr
751,Luftfahrt
75,Luftfahrt
791,Sonstiges Verkehrswesen
79,Sonstiges Verkehrswesen
7,Verkehrs- und Nachrichtenwesen
811,Grundvermögen
812,Kapitalvermögen
813,Sondervermögen
81,"Grund- und Kapitalvermögen, Sondervermögen"
821,Steuern und Finanzzuweisungen
82,Steuern und Finanzzuweisungen
831,Schulden
83,Schulden
841,"Beihilfen, Unterstützungen u. ä."
84,"Beihilfen, Unterstützungen u. ä."
851,Rücklagen
85,Rücklagen
861,Sonstiges
86,Sonstiges
881,Globalposten
88,Globalposten
891,Haushaltstechnische Verrechnungen
89,Haushaltstechnische Verrechnungen
8,Finanzwirtschaft
