"Produkt";"Produktbezeichnung";"Produktgruppe";"Produktgruppenbezeichnung";"Produktbereich";"Produktbereich Bezeichnung";"Dezernat";"Dezernatsbezeichnung";"Teilhaushalte";"Teilhaushalte Bezeichnung";"Amt / Dienststelle";"Amt / Dienststelle Bezeichnung";"Ergebnis 2015 (Erträge)";"Ergebnis 2015 (Aufwendungen)";"Ergebnis 2015 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2016 (Erträge)";"Ansatz 2016 (Aufwendungen)";"Ansatz 2016 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2017 (Erträge)";"Ansatz 2017 (Aufwendungen)";"Ansatz (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2018 (Erträge)";"Ansatz 2018 (Aufwendungen)";"Ansatz 2018 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)"
"111001";"Ortsvorsteher/Ortschaftsrat/Repräsentat.";"1110";"Steuerung";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-154";"154 Ortsverw. Tiengen";0;-36948,41;-36948,41;0;-39466,09;-39466,09;0;-45156,34;-45156,34;0;-45574,2;-45574,2
"111001";"Ortsvorsteher/Ortschaftsrat/Repräsentat.";"1110";"Steuerung";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-155";"155 Ortsverw. Munzingen";0;-12125,69;-12125,69;0;-20740,67;-20740,67;0;-23562,36;-23562,36;0;-23616;-23616
"111001";"Ortsvorsteher/Ortschaftsrat/Repräsentat.";"1110";"Steuerung";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-156";"156 Ortsverw. Hochdorf";11,6;-86912,26;-86900,66;0;-72500,06;-72500,06;11,64;-99485,02;-99473,38;11,64;-99453,16;-99441,52
"111001";"Steuerung";"1110";"Steuerung";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-157";"157 Ortsverw. Ebnet";0;-72964,61;-72964,61;0;-91781,77;-91781,77;0;-74049,03;-74049,03;0;-74465,51;-74465,51
"111001";"Ortsvorsteher/Ortschaftsrat/Repräsentat.";"1110";"Steuerung";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-158";"158 Ortsverw. Kappel";0;-87379,74;-87379,74;2000;-87964,48;-85964,48;0;-88740,76;-88740,76;0;-89709,48;-89709,48
"111101";"Geschäftsf. Gemeinderat u. Ausschüsse";"1111";"Organisation u. Dok.komm.Willensbildung";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";21846,22;-383897,28;-362051,06;13860;-339615,53;-325755,53;16400;-333160,02;-316760,02;16400;-326685,37;-310285,37
"111102";"Geschäftsf.Ortschaftsrat u.sonst.Gremien";"1111";"Organisation u. Dok.komm.Willensbildung";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";0;-119054,73;-119054,73;180;-107103,2;-106923,2;0;-117734,57;-117734,57;0;-119168,13;-119168,13
"111102";"Geschäftsführung Migrationsausschuss";"1111";"Organisation u. Dok.komm.Willensbildung";"11";"Innere Verwaltung";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_14";"THH 14 Amt f. Migration und Integration";"AMT-540";"540 Amt f. Migration und Integration";33000;-33810,76;-810,76;0;-31360,1;-31360,1;0;-31964,81;-31964,81;0;-32266,02;-32266,02
"111200";"Steuerungsunterstützung";"1112";"Steuerungsunterstützung und Controlling";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";20743,33;-2272180,12;-2251436,79;9780;-2110764,82;-2100984,82;10000;-1437349,29;-1427349,29;10000;-1464929,29;-1454929,29
"111201";"Grundsätze, Strategien, Handlungsrahmen";"1112";"Steuerungsunterstützung und Controlling";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-042";"042 Vergabemanagemnt";3897,6;-43408,79;-39511,19;0;-39392,38;-39392,38;4000;-38140,09;-34140,09;4000;-39338,02;-35338,02
"111201";"Grundsätze, Strategien, Handlungsrahmen";"1112";"Steuerungsunterstützung und Controlling";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";198162,33;-861495,43;-663333,1;89810;-1192706,36;-1102896,36;178050;-712365,01;-534315,01;183050;-718787,76;-535737,76
"111201";"Grundsätze, Strategien, Handlungsrahmen";"1112";"Steuerungsunterstützung und Controlling";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_16";"THH 16 Amt f. Bürgerservice, Infover.";"AMT-120";"120 Amt f. Bürgerservice, Infover.";1,11;-280383,23;-280382,12;0;-192133,38;-192133,38;1,32;-421032,2;-421030,88;1,32;-358789,11;-358787,79
"111301";"Rechnungsprüfung (Pflichtaufgaben)";"1113";"Rechnungsprüfung";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_04";"THH 4 Rechnungsprüfungsamt";"AMT-140";"140 Rechnungsprüfungsamt";198261,99;-1479187,52;-1280925,53;255000;-1429380,85;-1174380,85;206636,36;-1441967,51;-1235331,15;232816,36;-1497855,75;-1265039,39
"111302";"Sonstige übertragene Rechnungsprüfungen";"1113";"Rechnungsprüfung";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_04";"THH 4 Rechnungsprüfungsamt";"AMT-140";"140 Rechnungsprüfungsamt";99838,2;-213409,58;-113571,38;48700;-205476,44;-156776,44;81293,64;-207066,11;-125772,47;66173,64;-215135,69;-148962,05
"111401";"Gleichstellung v. Frauen (intern/extern)";"1114";"Zentrale Funktionen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-011";"011 Stelle z. Gleichberechtigung d. Frau";0;-261345,92;-261345,92;0;-256484,98;-256484,98;42500;-166407,1;-123907,1;42500;-176835,28;-134335,28
"111401";"Gleichstellung v. Frauen (intern/extern)";"1114";"Zentrale Funktionen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-019";"019 GS Gender Mainstreaming";0;0;0;0;0;0;0;-143439,34;-143439,34;0;-118085,19;-118085,19
"111402";"Berufliche Gleichst. v. Frauen (extern)";"1114";"Zentrale Funktionen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-012";"012 Kontaktstelle Frau und Beruf";133471,07;-228274,44;-94803,37;126400;-218511,89;-92111,89;209400;-352675,15;-143275,15;209400;-360309,03;-150909,03
"111403";"Gesamtpersonalrat";"1114";"Zentrale Funktionen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-310";"310 Gesamtpersonalrat";24715,4;-268596,96;-243881,56;25160;-164653,16;-139493,16;25160;-261172,54;-236012,54;25160;-265319,63;-240159,63
"111405";"Datenschutzbeauftragte";"1114";"Zentrale Funktionen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_03";"THH 3 Rechtsamt";"AMT-300";"300 Rechtsamt";0;-74227,83;-74227,83;0;-78397,05;-78397,05;0;-66091,53;-66091,53;0;-66703,56;-66703,56
"111406";"Repräsentation und Internationales";"1114";"Zentrale Funktionen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";88958,7;-1252298,87;-1163340,17;15000;-1111068,06;-1096068,06;15000;-1239251,32;-1224251,32;10000;-1234203,86;-1224203,86
"111407";"Info-Point Europa";"1114";"Zentrale Funktionen";"11";"Innere Verwaltung";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_12";"THH 12 Kultur, Bibliothekswesen";"AMT-430";"430 Stadtbibliothek";25202,93;-89194,48;-63991,55;25000;-94510,17;-69510,17;25200;-94879,73;-69679,73;25200;-97226,09;-72026,09
"111408";"Integrationsförderung";"1114";"Zentrale Funktionen";"11";"Innere Verwaltung";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_11";"THH 11 Management Dezernat III";"AMT-003";"003 Büro des BMs v.Kirchbach/Büro f.Migr";298402;-550871,63;-252469,63;3000;-345716,05;-342716,05;0;0;0;0;0;0
"111408";"Integrationsförderung";"1114";"Zentrale Funktionen";"11";"Innere Verwaltung";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_14";"THH 14 Amt f. Migration und Integration";"AMT-540";"540 Amt f. Migration und Integration";0;0;0;0;0;0;0;-947382,88;-947382,88;0;-956293,48;-956293,48
"111409";"Lokale Agenda";"1114";"Zentrale Funktionen";"11";"Innere Verwaltung";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_11";"THH 11 Management Dezernat III";"AMT-003";"003 Büro des BMs v.Kirchbach/Büro f.Migr";0;-214941,63;-214941,63;0;-195795,38;-195795,38;0;-194713,69;-194713,69;0;-190948,61;-190948,61
"111410";"Bürgerschaftliches Engagement";"1114";"Zentrale Funktionen";"11";"Innere Verwaltung";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_11";"THH 11 Management Dezernat III";"AMT-003";"003 Büro des BMs v.Kirchbach/Büro f.Migr";8461,6;-308222,46;-299760,86;48400;-294305,2;-245905,2;35000;-290003,63;-255003,63;35000;-287278,54;-252278,54
"111411";"Inklusion";"1114";"Zentrale Funktionen";"11";"Innere Verwaltung";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_11";"THH 11 Management Dezernat III";"AMT-003";"003 Büro des BMs v.Kirchbach/Büro f.Migr";0;0;0;0;0;0;0;-97827,79;-97827,79;0;-92441,16;-92441,16
"112001";"Organisationsberatung";"1120";"Organisation und EDV";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";0;-1491078,95;-1491078,95;0;-1142871,65;-1142871,65;0;-1464260,09;-1464260,09;0;-1524186,33;-1524186,33
"112002";"IT Service";"1120";"Organisation und EDV";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_16";"THH 16 Amt f. Bürgerservice, Infover.";"AMT-120";"120 Amt f. Bürgerservice, Infover.";101564,95;-5874659,62;-5773094,67;46930;-5802640,87;-5755710,87;90280;-7553677,56;-7463397,56;90280;-7952731,77;-7862451,77
"112101";"Personalbedarfsdeckung";"1121";"Personalwesen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";649362,22;-1398406,07;-749043,85;231090;-4001256,6;-3770166,6;333670;-5364614,57;-5030944,57;278090;-5810465,46;-5532375,46
"112102";"Personalbetreuung";"1121";"Personalwesen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";11894,39;-827886,74;-815992,35;9810;-1123796,05;-1113986,05;11890;-880008,01;-868118,01;11890;-888239,73;-876349,73
"112103";"Ausbildung";"1121";"Personalwesen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";56925,16;-2456907,96;-2399982,8;36800;-2677437,99;-2640637,99;44700;-2820405,03;-2775705,03;44700;-2995441,91;-2950741,91
"112104";"Fortbildung";"1121";"Personalwesen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";40055,67;-973455,84;-933400,17;24380;-725253,08;-700873,08;22810;-921410,14;-898600,14;22810;-931069,27;-908259,27
"112105";"Bezügeabrechnung";"1121";"Personalwesen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";865404,64;-2312281,68;-1446877,04;812040;-14657301,67;-13845261,67;865410;-15253659,56;-14388249,56;865410;-15591044,26;-14725634,26
"112106";"Freiwillige soziale Leistungen";"1121";"Personalwesen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";45555,38;-280923,57;-235368,19;10230;-269692,48;-259462,48;7420;-465354,69;-457934,69;7420;-467186,81;-459766,81
"112107";"Arbeitsschutz und Arbeitsmedizin";"1121";"Personalwesen";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-160";"160 Arbeitsschutz";5438,3;-205447,35;-200009,05;21590;-339532,66;-317942,66;5440;-353523,68;-348083,68;5440;-359992,58;-354552,58
"112201";"HH/BW und Stadt als Steuerschuldnerin";"1122";"Finanzverwaltung, Kasse";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";14260,69;-1143602,79;-1129342,1;4160;-926674,41;-922514,41;3800;-2231604,49;-2227804,49;3800;-1811720,71;-1807920,71
"112205";"Kassenverwaltung";"1122";"Finanzverwaltung, Kasse";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";516829,82;-2530520,46;-2013690,64;620740;-2376945,35;-1756205,35;609250;-2427400,05;-1818150,05;609250;-2460649,61;-1851399,61
"112206";"Buchhaltung/Rechnungsleg./Haushaltsrech.";"1122";"Finanzverwaltung, Kasse";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";199644,37;-2102276,31;-1902631,94;443500;-2533858,49;-2090358,49;26000;-2037554,94;-2011554,94;26000;-2070826,66;-2044826,66
"112301";"Rechtsberatung";"1123";"Justitiariat";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_03";"THH 3 Rechtsamt";"AMT-300";"300 Rechtsamt";92855;-969611,81;-876756,81;63000;-814009,05;-751009,05;63000;-871827,26;-808827,26;63000;-887407,88;-824407,88
"112303";"Gerichtliche Vertretung u. Entsch.";"1123";"Justitiariat";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_03";"THH 3 Rechtsamt";"AMT-300";"300 Rechtsamt";410;-242402,89;-241992,89;460;-143648,65;-143188,65;410;-217956,76;-217546,76;410;-221851,97;-221441,97
"112305";"Abschluss/Verw./Abwickl.v.Versicherungen";"1123";"Justitiariat";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";1254,66;-451285,37;-450030,71;1800;-406265;-404465;1200;-474428,14;-473228,14;1200;-474429,07;-473229,07
"112401";"Neu-, Um- und Erweiterungsbauten";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_25";"THH 25 Gebäudemanagement Freiburg";"AMT-650";"650 Gebäudemanagement Freiburg";0;-206432,4;-206432,4;0;-1257959,88;-1257959,88;0;-1721900,04;-1721900,04;0;-1280400;-1280400
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";42240;0;42240;41940;-104,59;41835,41;42240;0;42240;42240;0;42240
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-151";"151 Ortsverw. Lehen";8670,64;-42117,56;-33446,92;7500;-28459,81;-20959,81;8140;-44377,18;-36237,18;8140;-45086,67;-36946,67
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-152";"152 Ortsverw. Opfingen";8085,56;-71347,5;-63261,94;12600;-75182,24;-62582,24;12981,6;-74450,8;-61469,2;12981,6;-77529,66;-64548,06
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-153";"153 Ortsverw. Waltershofen";23621,13;-56618,37;-32997,24;25800;-56260,16;-30460,16;23624,56;-58408,91;-34784,35;23624,56;-59622,01;-35997,45
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-154";"154 Ortsverw. Tiengen";22633,59;-104174,98;-81541,39;22000;-101686,97;-79686,97;22630;-106320,84;-83690,84;22630;-107714,62;-85084,62
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-155";"155 Ortsverw. Munzingen";15238,03;-67234,01;-51995,98;11760;-69469,19;-57709,19;15240;-67074,87;-51834,87;15240;-68757,5;-53517,5
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-156";"156 Ortsverw. Hochdorf";26553,2;-138273,18;-111719,98;22600;-128209,77;-105609,77;26552,68;-148595,71;-122043,03;26552,68;-151074,46;-124521,78
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-157";"157 Ortsverw. Ebnet";11917,02;-15106,86;-3189,84;15650;-12927,25;2722,75;11920;-15946,43;-4026,43;11920;-16028,34;-4108,34
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-158";"158 Ortsverw. Kappel";7888,13;-30426,53;-22538,4;7800;-25051,69;-17251,69;7900;-30950,05;-23050,05;7900;-31473,68;-23573,68
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";4546032,92;-4622814,94;-76782,02;4485000;-4253509,44;231490,56;4329729,35;-4585151,07;-255421,72;4316711,61;-4876832,4;-560120,79
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_25";"THH 25 Gebäudemanagement Freiburg";"AMT-650";"650 Gebäudemanagement Freiburg";1908786,02;-60588247,49;-58679461,47;719187,86;-51595982,74;-50876794,88;1661974,4;-74446340,28;-72784052,88;1668529,34;-71366513,34;-69697984
"112402";"Verw. u. Bewirtsch.bebauter Grundstück";"1124";"Gebäudemanagement, Techn. Immobilienman.";"11";"Innere Verwaltung";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_10";"THH 10 Forstamt";"AMT-820";"820 Forstamt";72361,15;-66580,65;5780,5;10000;-3520;6480;28200;-43102,12;-14902,12;28200;-43105,42;-14905,42
"112501";"Pla.-Bau-Unterhal.leist.auf Anf.Grünanl.";"1125";"Grünanlagen, Werkstätten und Fahrzeuge";"11";"Innere Verwaltung";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";322875,71;-463351,39;-140475,68;327150;-742131,94;-414981,94;323093,42;-492993,76;-169900,34;323093,42;-503370,61;-180277,19
